arrival_time,dis,vehicle_id
2019/1/1 14:59,16.71311,162910104601_5
2019/1/1 15:05,18.3731,162910104601_5
2019/1/1 15:11,19.80024,162910104601_5
2019/1/1 15:15,21.12827,162910104601_5
2019/1/1 18:02,0,162910104601_7
2019/1/1 18:06,1.32358,162910104601_7
2019/1/1 18:10,2.23103,162910104601_7
2019/1/1 18:12,2.83657,162910104601_7
2019/1/1 18:13,3.50861,162910104601_7
2019/1/1 18:16,4.18638,162910104601_7
2019/1/1 18:19,4.91402,162910104601_7
2019/1/1 18:22,5.72472,162910104601_7
2019/1/1 18:24,6.64341,162910104601_7
2019/1/1 18:26,7.05932,162910104601_7
2019/1/1 18:28,7.92201,162910104601_7
2019/1/1 18:31,9.30669,162910104601_7
2019/1/1 18:33,10.32271,162910104601_7
2019/1/1 18:37,11.79302,162910104601_7
2019/1/1 18:39,12.20109,162910104601_7
2019/1/1 18:41,12.95712,162910104601_7
2019/1/1 18:44,13.65437,162910104601_7
2019/1/1 18:47,14.32924,162910104601_7
2019/1/1 18:50,15.07501,162910104601_7
2019/1/1 18:55,16.71311,162910104601_7
